Date,Regime,AccelZ,DivZ,SignalStrength
2025-12-26,STABLE,0.347,0.9699,0.9699
2025-12-29,FRAGILE_DIV,0.0,1.7589,1.7589
2025-12-30,FRAGILE_DIV,0.6611,1.3702,1.3702
2025-12-31,STABLE,0.0,0.8555,0.8555
2026-01-02,STABLE,0.0,0.6566,0.6566
2026-01-05,STABLE,0.0,0.9484,0.9484
2026-01-06,STABLE,0.0,0.8053,0.8053
2026-01-07,FRAGILE_DIV,0.0,1.7737,1.7737
2026-01-08,FRAGILE_DIV,0.0,1.7337,1.7337
2026-01-09,STABLE,0.552,0.5607,0.5607
2026-01-12,STABLE,0.0,0.6701,0.6701
2026-02-10,STABLE,0.0,0.3342,0.3342
2026-02-11,STABLE,0.9076,0.6734,0.9076
2026-02-12,STABLE,0.0,0.0,0.0
2026-02-13,STABLE,0.4586,0.7785,0.7785
2026-02-16,STABLE,0.0,0.0,0.0
2026-02-25,STABLE,0.0,0.0,0.0
